0.823,0.177
0.855,0.145
0.958,0.042
0.807,0.193
0.978,0.022
0.830,0.170
0.930,0.070
0.766,0.234
0.810,0.190
0.905,0.095
0.760,0.240
0.851,0.149
0.655,0.345
0.919,0.081
0.777,0.223
0.880,0.120
0.883,0.117
0.521,0.479
0.740,0.260
0.887,0.113
0.895,0.105
0.884,0.116
0.972,0.028
0.887,0.113
0.877,0.123
0.587,0.413
0.904,0.096
0.921,0.079
0.762,0.238
0.854,0.146
0.922,0.078
0.737,0.263
0.775,0.225
0.889,0.111
0.864,0.136
0.898,0.102
0.794,0.206
0.811,0.189
0.956,0.044
0.862,0.138
0.785,0.215
0.814,0.186
0.680,0.320
0.865,0.135
0.963,0.037
0.937,0.063
0.948,0.052
0.560,0.440
0.708,0.292
0.949,0.051
0.921,0.079
0.883,0.117
0.730,0.270
0.808,0.192
0.546,0.454
0.845,0.155
0.771,0.229
0.910,0.090
0.875,0.125
0.830,0.170
0.920,0.080
0.814,0.186
0.799,0.201
0.893,0.107
0.656,0.344
0.856,0.144
0.854,0.146
0.896,0.104
0.960,0.040
0.797,0.203
0.827,0.173
0.906,0.094
0.911,0.089
0.734,0.266
0.825,0.175
0.767,0.233
0.897,0.103
0.898,0.102
0.646,0.354
0.857,0.143
0.929,0.071
0.807,0.193
0.929,0.071
0.713,0.287
0.874,0.126
0.769,0.231
0.900,0.100
0.817,0.183
0.797,0.203
0.745,0.255
0.825,0.175
0.898,0.102
0.897,0.103
0.958,0.042
0.812,0.188
0.949,0.051
0.903,0.097
0.856,0.144
0.885,0.115
0.808,0.192
0.897,0.103
0.848,0.152
0.757,0.243
0.910,0.090
0.747,0.253
0.894,0.106
0.899,0.101
0.864,0.136
0.682,0.318
0.915,0.085
0.845,0.155
0.807,0.193
0.916,0.084
0.916,0.084
0.820,0.180
0.741,0.259
0.799,0.201
0.796,0.204
0.919,0.081
0.841,0.159
0.891,0.109
0.895,0.105
0.742,0.258
0.847,0.153
0.881,0.119
0.913,0.087
0.925,0.075
0.765,0.235
0.863,0.137
0.639,0.361
0.797,0.203
0.763,0.237
0.912,0.088
0.863,0.137
0.849,0.151
0.901,0.099
0.839,0.161
0.801,0.199
0.850,0.150
0.883,0.117
0.825,0.175
0.805,0.195
0.930,0.070
0.866,0.134
0.801,0.199
0.856,0.144
0.844,0.156
0.847,0.153
0.915,0.085
0.886,0.114
0.660,0.340
0.929,0.071
0.877,0.123
0.761,0.239
0.891,0.109
0.887,0.113
0.872,0.128
0.797,0.203
0.882,0.118
0.847,0.153
0.805,0.195
0.884,0.116
0.677,0.323
0.851,0.149
0.649,0.351
0.874,0.126
0.743,0.257
0.843,0.157
0.868,0.132
0.884,0.116
0.658,0.342
0.869,0.131
0.938,0.062
0.849,0.151
0.859,0.141
0.860,0.140
0.875,0.125
0.825,0.175
0.911,0.089
0.869,0.131
0.829,0.171
0.893,0.107
0.814,0.186
0.794,0.206
0.880,0.120
0.806,0.194
0.884,0.116
0.914,0.086
0.828,0.172
0.898,0.102
0.860,0.140
0.773,0.227
0.800,0.200
0.878,0.122
0.768,0.232
0.827,0.173
0.904,0.096
0.833,0.167
0.782,0.218
0.845,0.155
0.930,0.070
0.909,0.091
0.875,0.125
0.896,0.104
0.836,0.164
0.858,0.142
0.834,0.166
0.879,0.121
0.846,0.154
0.955,0.045
0.729,0.271
0.934,0.066
0.838,0.162
0.914,0.086
0.827,0.173
0.767,0.233
0.679,0.321
0.887,0.113
0.836,0.164
0.896,0.104
0.881,0.119
0.903,0.097
0.784,0.216
0.869,0.131
0.862,0.138
0.904,0.096
0.875,0.125
0.905,0.095
0.833,0.167
0.870,0.130
0.852,0.148
0.868,0.132
0.843,0.157
0.902,0.098
0.877,0.123
0.912,0.088
0.761,0.239
0.880,0.120
0.811,0.189
0.826,0.174
0.669,0.331
0.842,0.158
0.740,0.260
0.768,0.232
0.852,0.148
0.846,0.154
0.815,0.185
0.700,0.300
0.831,0.169
0.814,0.186
0.918,0.082
0.940,0.060
0.931,0.069
0.796,0.204
0.761,0.239
0.876,0.124
0.725,0.275
0.842,0.158
0.700,0.300
0.877,0.123
0.741,0.259
0.898,0.102
0.892,0.108
0.886,0.114
0.772,0.228
0.802,0.198
0.911,0.089
0.896,0.104
0.878,0.122
0.885,0.115
0.830,0.170
0.861,0.139
0.883,0.117
0.874,0.126
0.912,0.088
0.924,0.076
0.901,0.099
0.952,0.048
0.832,0.168
0.824,0.176
0.874,0.126
0.898,0.102
0.827,0.173
0.922,0.078
0.852,0.148
0.845,0.155
0.828,0.172
0.841,0.159
0.901,0.099
0.879,0.121
0.898,0.102
0.855,0.145
0.898,0.102
0.819,0.181
0.853,0.147
0.914,0.086
0.799,0.201
0.772,0.228
0.865,0.135
0.875,0.125
0.847,0.153
0.884,0.116
0.934,0.066
0.841,0.159
0.893,0.107
0.872,0.128
0.815,0.185
0.838,0.162
0.809,0.191
0.838,0.162
0.835,0.165
0.878,0.122
0.844,0.156
0.836,0.164
0.841,0.159
0.716,0.284
0.859,0.141
0.890,0.110
0.834,0.166
0.876,0.124
0.828,0.172
0.916,0.084
0.836,0.164
0.915,0.085
0.921,0.079
0.901,0.099
0.785,0.215
0.847,0.153
0.866,0.134
0.841,0.159
0.831,0.169
0.827,0.173
0.856,0.144
0.912,0.088
0.700,0.300
0.903,0.097
0.875,0.125
0.767,0.233
0.810,0.190
0.875,0.125
0.855,0.145
0.953,0.047
0.899,0.101
0.818,0.182
0.901,0.099
0.760,0.240
0.913,0.087
0.726,0.274
